Label,Text
1,Dyeing your hair is the right thing to do. : attack GO AND RUN ME OVER A * * * * * *
1,Yea that will work .
1,I have to go to work now .
1,"Also , most Swedes at least get MTV and Eurosport ."
1,Providing From Finland does n't kick my ass and throw me overboard ... coming or going .
1,This is bull * * * * !
1,"Streicher posed as a rabbi , then took her money -- promising to use it to purchase a torah , but instead pocketing it , a jury found in convicting him of grand larceny in April ."
1,"We are cooking a duck on the rotisserie , catch the fat drippings and cook little potatoes in that , its delicious , we 're also cooking a small turkey , mashed potatoes , carrots , pumpkin pie and butternut squash cut in half and baked with butter and brown sugar ."
1,I think that white women who cannot find a suitable white partner for whatever reason should not delay childbearing but should go to a sperm bank and start having white kids .
1,Or just plain hatred ? whatever it is it is a terrible thing to do .
1,And 15 minutes .
1,Just makes for an easier form for me !
1,I live hour south of Regina .
1,Look for Don McAlvany 's `` Revolution and Betrayal '' The terrorist-pig was caught red-handed with tens of thousands of grenades and anti-personnel mines .
1,"JJT, have you been talking to my kids about how I run my house ?"
1,"Here you go , 2 houses for 44,000 in a town that is 99 % white. located in a rural midwestern area ."
1,I bet where he lived small animals went missing all the time maybe even people
1,"Unfortunately I 'm over by Houston.Funny.I was born in Bastrop , La."
1,Good to know someone is paying attention m
1,My prayers go to these parents who are fighting back this abomination against nature itself .
1,Article of our local newspaper is subject to a charge .
1,If things keep going the way they are white men are going to be stuck with women that could n't get a black male .
1,It should be moved to the really funny joke section .
1,Would be down in the new year to get together with other brothers and sisters .
0,I 'm angry against myself for just letting this whole world drown into a jewish cesspool .
1,"Funny part was that just when they were singing the only song that was in English , it started to rain and lighting bolt striked into TV antenna that was up just next to the stage - it was blackout for 1 minute and picture came back just when they were finishing that song ."
1,"It 's more fun that way , too ."
1,Incredible then when we see nowadays that the world is saying that there is a global village and economies are inter dependent when America sneezes the world catches a cold blahhblahdieblah it is clear that the intention is to move the world into the same economic interdependency .
1,Full MSRP is $ 1108 for the night sights model .
1,Yes the actions of a few ruin the image for the rest .
1,Send me your phone # I 'll call you when u I land in heathrow I 'm just gonna leave all of my money and all improvements I 've made here .
1,"As an Irish nationalist I would never want Northern Ireland to be independent , that part of the population that consider themselves Irish would still be a minority and would still suffer victimisation ."
1,"Now , this has an entirely different meaning ."
1,WhiteUtopian
1,"I'd start with Justin and all the living Prime Ministers , I would even have Trudeau seniors corpse pulled out from the wall of the family mauseleum and decapitated for good measure ."
1,How is it possible for someone to construe my post in this way ?
1,"http://www.borderwatch.us/ REPORT TO CAMPO , CALIFORNIA FOR DUTY RIGHT AWAY ."
1,"I certainly agree we need to up our game , and do so quickly ."
1,I guess it is the `` Automaidan '' .
1,Surely you 're not suggesting teaching that bunch to shoot !
1,"Show us that your proud to be white , not black ."
1,"I want people to be shocked about `` minority '' takeover , and to react by building community with whites where they were chicken to , before , and to have white kids ."
0,"http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks , Nigeria is acting like one big ghetto queen squeezing out more baby negroes for a bigger handout from the government ."
1,NUCLEAR PLANT HAS FULLY EXPLODED !
1,"If you need a good dog , you ca n't beat a bull terrier , strong , loyal , great with kids , and have a bite pressure of up to 5000 lbs per square inch , compared to a Rottweiller which is 500 lbs per square inch.Sarge2506."
1,In all of Vancouver ?
1,The pourpose of this post is not to promote an Islamic Ireland .
1,Thank you for your support and thank you for everything else !!
0,I looked at the discussion and it is obvious that we are outnumbered by non-whites and race traitors and follow the other followers types .
1,"To be honest , it is long overdue ."
1,Just do your research and as long as you take your time and have some decent shop tools you should be able to do it .
1,"not sure where I got them mate , they look like they 're from a magazine though coz they 're scans of photocopies it looks like. will find em and post them"
1,"Post freely , in all forums ."
0,"Probably, especially if they are legitimate refugees from a war conflict , as opposed to the fake black and brown refugees that are flooding the country now ."
1,we should have our rights to do things our own way and all but that woman SHOULD have had an abortion !!! im against killing babies but there is NO WAY that could have gone well. dead fetus could 've probably killed the mother .
1,"Maybe some of us can meet , move in next to or near each other , and start building up White communities and keep it spreading across the country ."
1,Surely at this point you had a duty to call him out amongst all the other guests for that vile remark ?!
1,Stormfront .
1,"The country with the most significant `` baby-boom '' is Estonia ( TFR from ~ 1,2 in 1998 to ~ 1,7 in this year ) : http://pub.stat.ee/px-web.2001/Dialo...Births/&lang=1AlsoCzechRep.hasitsfertilityratesignificiantlyincreased:http://www.czso.cz/eng/csu.nsf/informace/aoby032008.doc Denmark and Norway in this year probably will have record high TFR level since early 1970 's ."
1,This is an impressive site .
1,Variety is always better than putting all your eggs in one basket .
1,"I also have Google Chrome , IE , Opera ."
0,"It is also a breeding ground for Dieversity , and Libturd Indoctronation ."
1,"The media is reluctantly covering this , surely not with the same intensity as when the criminal Brown was killed in Ferguson ."
1,But she went on and on about how great koreans are under the guise of japanese name .
1,Here is a link to Philippe Rushton 's review of Vanhanen and Lynn 's IQ and the Wealth of Nations : http://www.ssc.uwo.ca/psychology/fac ... /L & Vreview.pdf
1,I suppose that 's why all I get out of you is `` loose ends '' ?
1,"And I like a slight tape hiss ( or needle crackle ) in a vintage recording , though it disappears when the music gets louder ."
1,Moby Extreme Ways ( The Bourne Clip ) - YouTube
1,Whites in Canada need to wake up and start realizing they are slowly losing their rights .
1,"Not this again . As far as I 'm concerned , it 's just a photo of inmates burning clothes of typhus victims , not corpses ."
1,com/watch ? v = KrdyCxpB4fs And then the entire Myron Fagan video @ youtube .
0,That or it might be that Blacks have smaller brains and an IQ 15-30 points lower than that of White people on average .
1,"Quenten Demps , 44 , was arrested Saturday on a first-degree murder charge in the killing of Elizabeth Clemente , 37 ."
1,Where can Whites go and be left alone ?
1,"It is very hard for average Whites to see their own disenfranchisement , let alone realize that it is planned ."
1,SAVATE - Basic Techniques - YouTube
1,Great pictures and commentary .
1,Cheers
1,3 * 9 * 50 scope .
1,Not a chance .
0,As usual the magic negro opens his mouth and lies pour forth .
1,Let alone 6 of them .
1,I hope you are all emailing this newspaper .
1,I mean blacks whine that NASCAR is racist .
1,The new government is exactly as anti-White as they want. : upside
0,"Thank you for your kind words , hope to meet you in the new white world one day soon ."
1,"I am Med , very pale in sun , look a bit tan in low lighting lol. black hair and tall. would i have a problem too ? just wondering ."
0,"I'm insulted by how stupid the Jews think we are until I see what they see by reading the posts amongst our so-called , `` Awakened Brethren . ''"
1,I do n't know why people associate Southern Europeans with light brown/olive skin .
1,Once when I was a kid and a couple itmes in fights
1,C Cheers to all my WHITE BROTHERS AND SISTERS .
1,Or Minnesota ?
1,Thank you so much !
0,"Allow me to apologize for my last post , as I was drinking heavily last night but you callin me a genetic lottery winner ? come on now I 've had my fair share of hard times just last week a yellow person came into my place of work and started making trouble ."
1,I had to start a new thread seeing as this thread was no longer functioning properly .
1,Yeah they did this crap at my school when I was in kindergarten .
1,"Take a look at the posts in this tread , its shameful that this is what we have become ."
1,They then voted me as `` most likely to take over the world '' and `` First to kill '' .
1,"I imagine that modern Italians can understand most of any given Late Latin text written approximately two thousand years ago , without any problems ."
1,"Shotgun 's original owner died in 1920 , President Davis ' personal military courier ."
0,I now only go into the city when i have to and i had to yesterday and I could not belive what has happend in there .I think i must have seen every peice of dirt from every corner of the globe in there it was horrible .
1,I take it you are a little person then .
1,"This post by Jack boot and the piece by Marc Moran , are very inspiring ."
1,Also you can check out this website .
1,I have bookmarked the site and will check up on it often .
1,Victims of Illegal Alien Crime http://www.voiac.org/report.php REPORT A CRIME .
1,THANKS
1,Like the Gods telling us that this does n't work !
1,I saw the movie Valkyrie with Tom Cruise in the lead role .
1,We are working on it .
1,Since when is Die Stem racist ?
1,Haha Doze gangstaas don kno sheeeeiit bout pimpin
1,There 's sugar in the bowl and lemon on the side .
1,"It became that way because years and years ago , joe louis ran a camp for ghetto kids there ."
1,Deuteronomy 28 : 43 God speaking to His children : `` The stranger that is within thee shall get up above thee very high ; and thou shalt come down very low '' .
1,Really ?
1,I especially like the news stories told un-PC .
1,Elimination of all things white .
1,But the Truth or Fiction site also says it 's false .
1,Blacks built the Pyramids and the White House .
0,Black and Asian immigrants who are coming in and those who were borne here and their breading patterns are the threat to our gene pool and not other white Europeans such as polish people .
1,I 'll have a lot of Asian teachers when I transfer to university though .
1,It shows foreighners in their school and says `` in this country you need skills '' yada yada ... this is directed to enlroll foreighners and racist .
1,No one was eating cow dung when the Whites ran it and it was called Rhodesia .
1,Put 's Shakespeare 's Shylock to shame ... if Mr. Weiss had whiskers he would be indistinguishable from a rat. ]
1,Agreed.
1,"I've taken to call myself either `` European '' , `` half-Irish '' , or `` Irish-American '' ."
1,surely gotta be more than that. town to town you see minority whites. - if whites are supposed to be at least 70million - its a very hard way of showing it
1,At the end of the day news such as this is what truly counts - not the ignorant and twisted opinions of street punks .
1,The points they raise ought to be brought up far more often on SF .
1,Yes! hatred of the English is very real and it 's not going to get better any time soon .
1,ZTV has the same owner as TV 3 .
1,"If you happen to download this , feel free to add me to your Friends list and connect to me ."
1,The goal should be to run them the hell out of the country .
1,There 's nothing else like hot lead to teach you respect for a firearm .
0,Black is a color but the Negroids more than not resemble a walking pile of feces with arms and legs ... they even stink !
1,On a scale of cute babies I 'd say this little man scores a 10 all the way around .
1,Often they have rosy cheeks as well .
1,Israeli Embassy in Ireland had to take note of the graffiti giving their Jewish supremacists worldwide and in Ireland being given notice. scroll down to their 6/6/13 entry on their Israel in Ireland fb page https : //www.facebook.com/IsraelinIreland
1,Some Klansmen refuse to see where real problems are .
1,Its really sad how so many whites just don`t even care and there actually happy that this is coming to be .
1,wwwfaem.com
1,The boy was so traumatized he did n't want to go back to school .
1,Emmigration - around 50000-100000 per year .
1,MY best mate has this problem and it makes me sad its like he is scared but i cant do anything the more i go on with it the more he gets sick of it.So i think dont force it on them that may turn them away however hard it is to sit there and listen to them say `` i dont care ''
1,"In order to help increase the booklets downloads , it would be great if all Stormfronters who had YouTube accounts , could display the following text in the description boxes of their uploaded YouTube videos ."
1,"Japanese American Internment ( U.S. Govt Propaganda ) - YouTube Japanese American internment - Wikipedia , the free encyclopedia The Japanese-American Internment in America 1942 ."
1,Home Schooling is the best option .
1,Its a very old symbol and the Nazi 's chose it because it had been around for a long time and that represented strong Aryan roots .
1,Homepage < < Go and check out what your homies are up too .
0,Yeah but what you have to remember is that the jews are cunning and would probz slither their way out of it and justify their right to bare arms by use of the pro jew media and without a doubt the old holocaust excuse. our race would not be to blame most of us are brainwashed from a young age by T.V or schools its are job to wake them up comrade and defend them for we are fast becoming a minority in our own countries
1,Why Singapore Leads the World in Early Mathematics
1,"YouTube - Black doll White doll MSNBC version YouTube - White Doll , Black Doll ."
1,You are NOT a worthless white .
0,I got sloppy seconds after some Muslims used this girl .
1,Maybe it 's not the same but it is very similar .
1,The old shotgun held together !
1,I just want to add that no matter what a person 's class or character I will always give a white person the benefit of `` coming right '' before I reject them as `` wiggers '' or `` white trash ''
1,"Honestly, coming out with an ill thought out rant like this would see you dismissed as a crank in any meaningful debate ."
1,"I have an image in my mind of the soaring vault rising and disappearing into the gray-white silence , the niches in the salt walls where the saints dwelled , the few points of lambent gold glimmering feebly on the altar ."
0,"Liberals will have you believe it is so they can blame Whitey but it 's all such a mixed hell hole , all that breeding with arabs ...."
1,Exposed man charged with risk of injury Found with child in car Just another day in da hood ....
1,hello all glad to be in a community of proud white folk just a shame its online as opposed to leaving the front door none the less im honoured to be here
1,You should try the same thing where you are at and build things up there
1,Whites are already a minority in my area .
1,"I found the whole UFC 1 event on youtube a while ago , was great back then no gloves and only a few rules ."
0,"You forgot to add that they spread disease and their poor hygiene causes pest infestations , then there is rampant drug use and sexual assaulting white women and children ."
1,Good to see WN is back in Limerick it might counter balance some of the bleeding hearts down here who thought it was fashionable to have ethnic diversity Badboybillx
1,"Here, for your ease & convenience -- Insight on the News current annual list as found @ http://www.insightmag.com/main.cfm ? i ... storyid = 464383 Insight 's Top CollegesPosted Sept. 15 , 2003 By Stephen Goode Published : Tuesday , September 30 , 2003 Insight 's Top 15 ( in alphabetical order ) , based on commitment to undergraduate teaching and use of a traditional curriculum ."
1,"Hey, just looking for some fellow brothers or sister to meet with , im starving for information and Possible Klans to join. would like to be able to meet with people around my age but also older and helpful"
0,I seriously hope she dies in a fire one day .
1,http://www.usatoday.com/news/world/2...on-noses_x.htm
1,"TAKE COVER YouTube - UPDATE 1pm CST - Meltdown , Outgassing !"
1,"Prior military experience desired , 21 years of age or more required ."
1,Screen Wait till the end when the Blond girlfriend comes in ...
1,Been lurking around for far too long and felt it was high time I got my bum signed up in the hope of finding other active and like minded folk close to home .
1,I know I will like it so I order it instead of trying something new ...
1,A British school where none of the students have English as their first language ?
1,Only if they get their collective heads out of the punch bowl and wake up to what 's going on in the world .
1,"Im not a girl , but i am a 17 year old Skin from Canada ."
1,I plan on putting out a lot of flyers for black history month .. anyone know of any anti black history month flyers ?
1,"Also : National Alliance Local Area Contacts Riverside , CA ( 909 ) 789-4215 http://www.natvan.com/phone-numbers/"
1,The nra may no longer exist .
0,Sad it happens more and more they want to take ours but what do they think i want to date one of those negro women
1,"There is no moral or just law that says you can not defend yourself , your family/loved ones/home from an unperoked attack . '"
1,"I have just added Treblinka : By Carlo Mattogno , Extermination Camp or Transit Camp ?"
1,I have to say as a person who loves learning this site has me continually looking up and researching parts of history I have never really thought about before .
1,That is right he is an anti-white bigot who wants to live around no blacks but wants to force other people to live around blacks .
1,Just to show all Whites should have one common goal .
1,I dont know but becareful .
1,"Irish, There is nothing wrong with being polite ."
1,"If that is not genocide , what is ?"
1,"I applaud them for their nationalism , they are proud of their race , and they have their territories which they have built communities on ."
1,"It may have had something to do with me still working on it , so I entered your vote through the moderator 's edit option ."
1,the most official report put out on the number of deaths in those camps was the report by the Red Cross .
1,I prefer male teachers and my girlfriend says she likes female teachers .
1,I can always use some hands around the place .
1,I have lots more pics of Godunov if anyone ever cares to see them .
1,Same with basketball and baseball .
1,Considering this is stormfront I 'd say we are all in agreement that we highly prefer white children to anything else ....
1,I heard that so many times that the KKK was huge here back in the day .
1,Damn you all for making me tag along with you .. !
1,Pray vnto Odin .
1,"but if you print it and get it into comic stores , you get a lot more coverage of the population , my oppinion ."
1,Go to the audio archive of David Duke 's Town Hall and you 'll hear the voice of David Duke and other prominent pro-white activists .
1,"I bet all the Ted Pike stuff is on the ADL hit list , look for that to start disappearing down the memory hole ."
1,My Father taught me to shoot when I was 12 years old .
1,So IM me .
1,im with you here I see it day in day out like everyone else its easy to sit back and watch but together we are strong and its good to be with like minded people
1,Manslaughter?
0,The same way they take advantage of the state everywhere else .
1,The cross-dressers and faggots are sure not hiding their identity .
1,"im half an hour from pasadena , maybe 45mins from the valley. im in the inland empire near ontario by the 10/15freeway interchange"
1,"As it is , now they get free meals and watch TV all day with the tax payer footing the bill ."
1,"Karina Sorensen is a member of the Danish Peoples Party , a pro-Danish heritage party ."
0,ya my little sister doesnt like little black girls when they try to talk to her she pulls a disgusted face and says why are you black ?? and i laugh and say `` Maggie dont talk to her ''
1,"Partly visible and partly invisible at all times , PLEs are based upon standard community organizing practices that even take into account the factor of opposition ."
1,"Long day , but very beautiful of course ."
1,"That and the sheer size of their land , which made it possible to move their production facilities out of range of German bombers ."
1,The baby was waving its arms and legs !!
1,hi im 20 year old male in louisville kentucky and havent found one skin or even any1 proud of being white is there anymore like me out there ?
1,They seem to be a fake window trying to get you to go to a hook up site .
0,It is a total disgrace when tax-payer dollars can go to promoting such degenerate filth .
1,Which is also why I use the open Wifi from nearby when I post here .
1,The Government are now judging if they should be granted permanent residency .
1,White men explored space and landed on the moon and white men sent them there and brought them home safe .
1,"It is necessary for them to hide behind lies and false information because face it , the truth is not on their side ."
1,I have it sighted in at 350 yards .
0,"I watch fights on gay parade in budapest together with my friends from hungary , we were together on vacation in one croatian island , it was great to watch how hungarian nationalists were smashing gay parade btw I have some hungarian blood , my grandmother was hungarian Kitartas !"
1,I never started so i dont have to contend with the addiction .... been drug/alcohol/sex free my whole life .
1,"com/watch ? v = hXBcyX97jGM then move on to watching , `` The Loss of Liberty '' film @ youtube ."
1,Or a Ukraine for that matter .
1,See Jeff Cooper for further instruction .
1,- YouTube
1,"7 minutes in , and it 's gorgeous ."
1,And I 've seen many Serbian members here trying to prove Serbs are the oldest people on Earth .
1,There is wisdom in your post .
1,"Ive seen that crap too , and thought WTF ?"
1,It got so bad that I literally sat outside with our dog ( he was on a lead ) .
1,"Funny they had to go to 2006 to find anti-PLE sentiment for a 2011 news story.How was that a current news topic , lol ?"
1,I went out with an old friend the other day for a few drinks .
1,But you can put together something close .
1,That 's like the class where you get credit for learning how to sleep .
1,It's going to get bad when this comes out .
1,"No, I must have two or three kids and teach them to be racially-aware ."
1,Ugh...
1,"But that reminds me , Harry Potter was finally released in ebook ."
1,They carry those `` n * * * * r brushes '' and sag their pants .
1,Sir Thomas Lawrence .
1,My Aunt is Principal in High School and kicked an non-White Girl from the School for bad behavior .
1,88..im from houston and hoping to get a few others to go from austin also ... if there is anyone needing a ride from houston they can message me on yahoo .. under cherrybyrd88 ...
1,"Nevertheless , Regency and Victorian era reports abound of dogs who wasted away at their master s graves , cats who refused to eat or drink upon the death of their mistress , and even a pet monkey who committed suicide ."
1,Jews !
0,So please Zuma be a good little kaffir and take their land
1,"Anyone who has not visited the PLE-UK web site for some time is invited to return , as there 's a new introduction there on how `` The history of Britain is the history of those who held living space . ''"
1,"This is precisely the frustration that brings any White person round to white nationalism , so obviously you are in exactly the right place ."
1,I was hoping that at least one of those animals would get their heads lobbed off by the propeller blades like in Dawn of The Dead .
1,Then when they 're good and pumped up on how awesome they are they 'll be knocking on your door asking you to surrender your guns .
1,Somebody scratched her car and let the air out of the tires one day .
0,Wasn't it the Government in the Congo that was at war with the gorillas a while back because the gorillas were `` threatening their superiority '' ?
1,Mostly they were playing loud kurdish music .
1,Mr.
1,That's not even close to what he was doing .
1,May the New Year find us even more unified !
1,"Some were useful , some were annoying and based on silly assumptions , one was clearly an SPLC troll ..."
1,"That type of negroes call your kind of brothas , Uncle Tom ."
1,Thank you skingirl
1,"Which proves that they are a different people , and by any chance not Slavic ."
1,"I hope you enjoy the celebrations as much as I did , remember people - Multiculturalism works Racism does n't Pakistani celebrating 20/20 jeet Tooting - YouTube"
1,If you find Doug and Bob McKenzie tell them their memberships are past due https : //m.youtube.com/watch ? v = OJE3EgTGg9k
1,I shall not waste a single more moment of my time to converse with you .
1,"Axis history forum has a very large sticky on her and the whole video that was shot , she ends up with a surviving group of people and even tries to crack a smile for the camera ."
1,I believe his dog would like to get as far away from him as possible !
1,Some months later I heard he got caught getting 4 dole payments a week pretending to be 4 different people !
1,"Uzi Tactical Pens Demonstration - YouTube ( I know Uzi is an Israeli company , but the video is pretty good and you can get a Smith and Wesson model. )"
1,Perhaps people will take you more seriously if you do n't make as many grammar errors and using repulsive language .
1,I can picture the headlines on Detroit is Crap .
1,"Predator Xtreme , August 2015"
1,Just came from that nonsense posting Did my part .
1,How about when Hitler says that the Jewish question will not be dealt with until after the war ..
1,The boy had scars and burn marks from head to toe .
1,Can we have a warning before pictures like that are posted on here please ?
1,Probably the largest listening audience he 's ever had .
1,Exactly.
1,I was sick for a week and lost 400 bucks in pay because I had to take the time off work !
0,"My daughter said she had only touched the apeling 's back , not hit her ."
1,However I cannot name all of these certain characteristics because I am neither an anthropologist or a geneticist .
1,The first is the following .
0,All you need is to cut off it 's head and the rest of the problems will crumble away with ease
1,Haha !
1,Why would any white European in his or her right white mind want to move to a country that imports hundreds of thousands of nonwhites every year ?
1,It is a tough one ..
1,"If making a personal profit from government is even in a politician 's or activist mind they are good for nothing , but kindling ."
1,"Also , my neighbour 's dog has poison teeth ."
1,"I can hear the Chief now , we have enough on our plates ."
1,Here is another source for 5.56 They are out of stock on the Wolf garbage but have PMC and some Federal in stock .
1,Bonnier probably control some 70 % or so of all media in Sweden .
1,"I fell asleep on the couch with a blue tongue skink on my chest one night and awoke to him biting my neck , I guess my Adam 's apple set off a feeding response ."
1,It is your family and you are their blood just avoid argue with them and humor them .
1,I could n't wait to get to the end of your post so I could say what a great post it was !
1,It has been reported for a hour now that weapons have fallen into the hands of the opposition in Ternopil and Lviv after seizing of government installations .
0,We can all put down our torches go home and suck some Jew d@cK JUST LIKE YOU !
1,Yes he is very sick person with identity crisis who need therapy .
1,Well at least I was when is was 15 that 's how long ago the picture was taken .
1,"According to a lawyer , it is not a good idea to file online ."
1,It figures that the leftist mob that the media supports created all the violence .
1,If he comes we should support him .
1,"My Spanish teacher told us Hispanic just means Spanish speaking , and she is white so i dont know why she would lie about it ."
1,"You may be right , I do n't remember if I was using a liberal curve or not when giving him a 3.5"
1,"Wow she is beautiful and a WN , I like her seig heil salute we need more women like this , she is very beautiful indeed ."
1,Shocking .
1,Black metal is about preserving European culture and values .
1,I think the cop was white .
1,And that goes for Eastern Europeans and Asians as well .
1,"i am a damn good white woman. perhaps u are looking in all the wrong places. we are not hard to find. and if u treat us right , we usually stick around for a while ."
1,Negro holding the camera laughs with glee : Dailymotion - Agression raciste contre une jeune fille blanche - France - une vidéo News & Politics
1,See her in other pictures and you will see how she is a typical slavic .
1,Recently blew away an old computer tower .
1,My moms in town and I took her on the going to the sun road ..
1,"And I thought this was slavic thread let 's continue about slavic countries and heritage , it 's not all about dispute between greece and rep.macedonia , no offence ."
1,Everybody to there own I guess .
0,These figures show that no one now could just talk about the need to restrict non-white immigration ( as the current government does ) ; large-scale repatriation of non-whites is absolutely essential .
1,Haribo Advert - Interrogation - YouTube
1,I 'll go eat hagis and sip whiskey with the Scots thank you !
1,More like 1100 max
1,Im not sure of a site but those stats are from `` The Color Of Crime '' book .
1,"For instance , the U.S. lets in about 900,000 people legally every year , while Canada lets in about 225,000 ."
1,(Warning: do not watch on a full stomach ) I 'm Jewish And You Know It - Official Parody to Sexy and I know it - YouTube
1,"I live in Napervile , and CF < let me know when ya have a date for that get together , I would love to go ."
1,Where in Alabama are you ?
1,She was muslim not sikh .
0,So they can get reparations for their great grand parents ' `` suffering '' plus more .
1,I newer mentioned Samis haplogroup types .
1,Please keep that in mind .
1,Not another promo ) Meet Me at the Footbridge : PLE and the Musicman .
1,88!
0,The Official Website of the British People 's Party A few unpleasant truths re. the zionist ass lickers of the DUP
1,Also I was born here so it is not easy to `` go back . ''
1,They are so busy with their own causes that they do n't see the storm that is brewing on the horizon .
1,Like dressing up as an Amerindian in kindergarden .
1,1488
1,No uniforms .
0,I wonder why the Jewish Media always pretends that all the blood thirsty third world savages are victims and it is all Whitey 's fault ?
1,"Bad for home defense , which is a pity , its probably a spectacular manstopper , those soft lead hollow base Foster slugs flatten out quickly ."
1,He far excelled Anatoly Karpov and Garry Kasparov .
0,One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .
1,"I had a few problems too but then again I had a few problems with some of us Irish as well , so ca n't complain"
1,"Among black women , abortions out number live births by three to two ."
1,Didn't you get the government memo ?
1,Cultures and nations with thousands of years of history and pride will never erase that for some whites-only form of multiculturalism .
1,Do you think the state would let them exist otherwise ?
1,"This will always - always be a classic : AS USUAL - FULL SCREEN : Poor Pimp KO - YouTube `` target = '' _ blank "" > Poor Pimp KO - YouTube http://www.youtube.com/ watch ? v = sam6vfq7XS8"
1,The older I get `` in my mid 40s now '' the more I appreciate straight forward simple language that gets to the point .
1,Hups..
1,I am a single parent living with my 11 year old son .
1,Been A week since I put any poison in my body and I feel gread ( better every day ) dont have any craving anymore Now I realize how stupid it was to start in the first place PS : Thanks for the suport
1,Weapons and training .
1,just wanted to thank you for meeting up this weekend .
1,Just keep your eyes open because you 'll find friends in the places you least expect .
1,Where do you see dark hair ?
1,Is this true that the descendants of the English settlers are leaving at a significantly different rate than the descendants of the Dutch settlers ?
1,There is no-way in the world that was his first time ..
1,Don't force me to eat with the hired help . [ Do n't force me to eat with the hired help - Page 4 - Cruise Critic Message Boards
0,I noticed a lot of fat little white girls with monkey boyfriends .
1,Nobody on here ' idolizes the IRA ' .
1,Perhaps get out and put up some BNP stickers .
1,"Sept 26-28 & Oct 3-5 , 2013 The Great Northwest Oktoberfest - Pioneer Little Europe Community Information & Discussion The Great Northwest Oktoberfest - Pioneer Little Europe Community Information & Discussion"
0,"They sound so naive , when will they learn that these people do not want to intergrate just accumulate ."
1,Is it any wonder why the antis laugh at us ?
1,Good for her .
1,Hells bells even Al Quadia sp ? have high speed and I pods .
1,You need an extensive background check and references .
1,I guess most of them keep to themselves .
1,I doubt you can actually get close enough to the antis to pass a flower .
1,INTJ Introvert ( 89 % ) iNtuitive ( 25 % ) iNtuitive Thinking ( 50 % ) Judging ( 67 % ) You have strong preference of Introversion over Extraversion ( 89 % ) You have moderate preference of Intuition over Sensing ( 25 % ) You have moderate preference of Thinking over Feeling ( 50 % ) You have distinctive preference of Judging over Perceiving ( 67 % )
1,"Thankfully, the C.W. Camp-Out will go ahead this year ."
1,"i would like to see them , they are one of my all time faves !"
1,"Aye , warriour of Éire . . . whether you would like fadas for Irish Gæilge , e.g. , é , í , ó and the like , or Scottish Gælick , e.g. , ì , ò , è , é , í , à , ù and the like . . . try such , lad : I. Start Menu to All Programs to Accessouries to System Tools to Litrichean ( I canæ re-call of what Litrichean tis called in English for my computer is in Gàidhlig , but tis Script Lettres , Characters or the like , I reckon. )"
0,Where a white woman can go about in public and not fear assault by muds .
1,Does Ireland have a party that is similar to our BNP in the UK ?
1,"Yeah it could very well deter wild animals from attacking , just be careful in the heat of summer to not burn the neighborhood down etc ."
1,In the Great War white men fought with heavy weapons .
1,When I was in grammar school I would go to the library every few days and get a new Hardy Boys book .
1,Charles Burton Barber .
1,I have a couple and get out on the 14th .
1,"Ever since SF came back on line people have adopted a more aggressive line of debate , the threads I have been on seem to have gone that way pretty quickly anyway ."
1,This is because much of the disenfranchisement is by way of destroying White cultural identity and pride .
1,There are few if any Blacks .
1,Racist attack by blacks on a young white girl in France .
0,Thank Odin they do n't try to come in the modern day .
1,God protect and bless you dear lady .
1,"Cut out the chip and soda , candy and sweet drinks Spend 2hr s 3days a week in gym ."
1,well what about WWI and the Armenian Genocide which the following video says was instigated by International jewish cabal : http://www.youtube.com/watch ? v = ttjNZ ... eature = related
1,Negro task master .
1,"Here it seems they are all hitchers or lizards , and maybe robbers ."
1,Apparently our - 50 degree winters are merely a stumbling block on the golden road to all our corn-fed white chicks .
1,My son will be scheduled to have his first assesment around September sometime .
1,"Oh Chrommagus , we are so lucky that you did not destroy this `` gypsy capital of Sofia '' , ( Whatever it means ) I wo n't argue anymore , I discovered that Coldblooded is 15 years old specialist of racial classifications , if he told me that I ca n't post in Slavic thread .. he might be right Big authority ."
1,That film is full of outright lies .
1,Go to the Downunder section to read up on the news on how Arabs got their asses kicked and even the police were running away in fear .
1,I 've also noticed that lazy whites tend to side with them too .
1,We have a couple of events coming up that are pretty close together so I 'll post them both here now . June 24th event July 1st event
1,I just added up the price of textbooks REQUIRED for an organic chemistry class .
1,I do not understand how any White Christians would stick up for Israel like these guys in the video below This happened in Atlanta this past weekend Palestinian state of unrest In Atlanta Georgia .
1,Please do not hurt those fine masons first they have to hand over the maps on the locations of the cupped oil wells .
1,"But to start ... if this is all you 'll have , I 'd go with something that you 'll trust your life to in every regard in and around your home ."
1,Just downloaded the 21 May `` edition '' Great as always Huge thanks !
1,"This was on another thread , so placing duplicate in book thread , re removing Orwell and future possibility of book vanishment/censorships : http://www.pcworld.com/article/16865...ownership.html"
1,It will get better ...
1,Did day kill dem injuns ?
1,Other than the Amish no other group of whites have large families .
1,dont screw your life up because of some stupid little fight by using a weapon .
1,Listening to this music brings back memories of all my visits to Russia and Ukraine .
1,"How many white lives would it have saved so far if we had no non whites here , just in the USA and Canada ?"
1,Swede
1,Relationships are highly overrated I think Hang tough .
1,I know mopeds are dangerous so are your krautschrockerts. btw this is a Yamaha i like .
1,That little one is adorable !
